Soil_evaporation,Soil_evaporation variance,Soil_evaporation median,Lakes,Lakes entropy,Lakes mode,landcover entropy,landcover mode,Precipitation,Precipitation variance,Precipitation median,Soil_moisture,Soil_moisture variance,Soil_moisture median,NDVI,NDVI variance,NDVI median,Elevation,Elevation variance,Elevation median,soil_type entropy,soil_type mode,Aspect,Aspect variance,Aspect median,Curvature,Curvature variance,Curvature median,Plan_curvature,Plan_curvature variance,Plan_curvature median,Profile_curvature,Profile_curvature variance,Profile_curvature median,Distance_to_river,Distance_to_river variance,Distance_to_river median,Slope,Slope variance,Slope median,dust_storm,Bare_Soil,Cropland,Natural_vegetation,Clay_Loam,Loam,Loam_Sand,Sand,Sand_Clay_Loam,Sand_Loam
0.35149926739110215,0.0006354408663495849,0.35394202534109664,0.0,0.0,0.0,0.12628800706006882,1.0,0.17599971940782705,5.044756404926878e-05,0.17599971940782705,0.2638610641007597,0.03142587345531827,0.25110087943777315,0.29220584723730986,0.0006170700389126146,0.33843084292349057,0.07844932844932845,1.255549459024715e-07,0.08179419525065963,0.4242663763661612,1.0,0.14965035782081937,0.34101771433787254,0.20561073227420762,0.5492610689036609,0.00025285464382511746,0.36778115239092807,0.5786357547701174,0.00021535877386906894,0.4060034532324403,0.6323375137847096,0.00024385811473994246,0.4841442878863393,0.05788960665474674,0.5099465633105965,0.05788960665474674,0.007163687897368043,0.00020566928607712134,0.011265326185636755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.24036172722868415,0.0001619751177030155,0.24155286033120937,0.0,0.0,0.0,0.07377734066247293,1.0,0.08355347820941839,0.00018554775990381573,0.08355347820941839,0.24075760280391478,0.025744734004839454,0.24275158113673667,0.31011135512902865,0.0007891674822307706,0.3640767345815481,0.24023199023199024,7.09973552208993e-08,0.25890501319261217,0.23988635835384653,0.75,0.04355413749972384,0.562278258649464,0.13753007501212383,0.5435139425363695,7.626164899025115e-05,0.3708206659634333,0.5836095286704316,5.751489326269332e-05,0.40997069463739333,0.6286064456378242,7.770717325537689e-05,0.48076262416642485,0.5767210897921571,0.6191192867954232,0.5767210897921571,0.007466069206807172,9.158030387081722e-05,0.006816822216614936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5456925196212052,0.028900790955963297,0.5339084883863731,0.0,0.0,0.0,0.3037167425013208,0.5,0.48640166532166795,0.3127905205161097,0.4738782218100118,0.6429646386801554,0.2965500682807433,0.6852439060771927,0.4775052774012877,0.05967400693286471,0.7432560534232664,0.5381562881562881,0.0001607938120510526,0.4901055408970976,0.2126363644810872,0.5833333333333333,0.07013065537037132,0.36249619254929377,0.4167985358411399,0.6436781438611101,0.40875396723715024,0.5288753708139089,0.6034342185698234,0.504924425034574,0.2565766469532247,0.7766778953202205,0.3005878274572316,0.5193041600352821,0.05337157655478733,0.60014743101274,0.05337157655478733,0.5009734706255244,0.49466161160805666,0.6291696981652923,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8445977655671265,0.13023099854111003,0.8430386221140992,0.0,0.0,0.0,0.17056896406398958,0.16666666666666666,0.4795009850992975,0.0,0.4795009850992975,0.6974296875804563,0.11752105638417545,0.632414306107929,0.3681914012271149,0.009657611898748315,0.4819528724457647,0.3159340659340659,6.821508849180436e-05,0.370712401055409,0.3436131503046149,0.5833333333333333,0.18824444744681973,0.2898305238537776,0.43714212068448544,0.36453199641445444,0.12486159350446757,0.3252279629890535,0.8268828728673123,0.1549699910397109,0.4400258820562661,0.5813153302671422,0.08004056650614938,0.6090567727956225,0.025889021451321048,0.5593223262014153,0.025889021451321048,0.05290626863183843,0.1503115668192618,0.2444729899279436,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4702522567170415,0.04352539290165845,0.4732806335777617,0.0,0.0,0.0,0.3295836507280468,0.5,0.6736032319850389,0.06864640448380138,0.6736032319850389,0.8468733157802594,0.1385159902835434,0.8171756290766801,0.524826980833196,0.037407352718644475,0.6516907403877072,0.32020757020757024,7.0483190527726025e-06,0.35059366754617416,0.23988635835384653,0.3333333333333333,0.8280990885808338,0.31495800027447723,0.8482563182228093,0.5287356168465517,0.0070186839811365205,0.349544070342697,0.6003703379772952,0.00643046689387288,0.4468567833495446,0.6221084688466618,0.006354226188516432,0.45897482635720954,0.02894480332737337,0.2647103660321672,0.025889021451321048,0.02085628156654553,0.018840031620839148,0.07288383315809979,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.20847215823963955,0.0008274114073088863,0.21255691548716482,0.0,0.0,0.0,0.4284406305069358,1.0,0.1359197417365071,0.04346920162714586,0.1359197417365071,0.21179571723302226,0.018174319911621478,0.20749159342864,0.24638881134873897,0.006497840918878038,0.3518237001295345,0.004273504273504274,4.708581492304182e-10,0.004617414248021108,0.34640239746344553,0.5,0.19926511200275993,0.28921447712349674,0.4189885981173678,0.5435139425363695,8.802751600487339e-06,0.36778115239092807,0.5842124103212258,5.5692364326888995e-06,0.40997069463739333,0.6290765014431788,5.794444189956559e-06,0.48076262416642485,0.018306301338488613,0.5377351108942247,0.018306301338488613,0.0006473634566348562,1.6044939313298534e-06,0.0005563658513592232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.12946215455960963,8.237196204334306e-05,0.12916367889540714,0.0,0.0,0.0,0.0,1.0,0.054609769462194764,0.001335313871843829,0.054609769462194764,0.29227679046504207,0.12378759962960027,0.27847744637924465,0.30010533502389547,0.0004027234754688213,0.3592325267999744,0.12484737484737485,1.777489523571667e-08,0.13489445910290235,0.1100333707770622,1.0,0.19926511200275993,0.0108626018221289,0.20163858859885664,0.5451559787241271,8.132628971026444e-06,0.36778115239092807,0.5828182464686065,1.18196477964696e-05,0.40997069463739333,0.6301635055204733,9.916378732055298e-06,0.48076262416642485,0.7873837713790112,0.5825804759991594,0.7873837713790112,0.0031742108675851858,7.400487595735433e-06,0.003060651060987912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5744883480712746,0.0015154595582242594,0.5775221834239374,0.0,0.0,0.0,0.3037167425013208,0.16666666666666666,0.319298284553935,0.0,0.319298284553935,0.3176144067942068,0.02487992447368978,0.32398423512645935,0.28393018695957783,0.0004980747683010009,0.31629939178267497,0.048534798534798536,2.0656423237085775e-07,0.0537598944591029,0.1100333707770622,0.75,0.5641730523789859,0.05797965601755546,0.674216794293386,0.5353037619288505,0.000260417416319209,0.3647416388184228,0.5911832295843223,0.00024751948366716483,0.4109805378478849,0.6236414809470593,0.00025060672514399824,0.48076262416642485,0.07766705659538847,0.31144080201448954,0.07766705659538847,0.008446704547670287,0.0001889432115559028,0.013051606403226067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3702998412438072,0.0007881866158874776,0.3743110468244604,0.0,0.0,0.0,0.0,1.0,0.0689814981865366,0.0,0.0689814981865366,0.3532293250762941,0.08624153448262468,0.4205869117664358,0.26452002273514563,0.0009197909756219202,0.31962385948193867,0.1742979242979243,4.48758796803755e-07,0.1879947229551451,0.2646251034981781,1.0,0.08621522059810714,0.4037957571954861,0.033291364684375685,0.5484400507683735,0.00019731658432952092,0.36778115239092807,0.5811520504286527,0.00018339964322840194,0.40874445642009316,0.6332124195562711,0.00017395509754065453,0.4794728228601529,0.5588671405121322,0.7419786415055614,0.5588671405121322,0.010569828745038888,0.00012607801607107842,0.017759208532705892,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.45740122907404557,0.04650877936874253,0.40977715955014316,0.0,0.0,0.0,0.4642628851907205,0.5,0.27631014527054415,0.03013205624384801,0.27631014527054415,0.40984579841885027,0.04489030352639215,0.41328995281156156,0.3751880862455732,0.006991457907714484,0.4539323771783341,0.05708180708180709,8.589443978059753e-08,0.06233509234828496,0.0,0.5833333333333333,0.8074264602165449,0.014601591669769702,0.7476342895586553,0.5385878341387312,1.827562676466481e-05,0.3647416388184228,0.5885456224324134,2.1971653164565366e-05,0.4121779233821491,0.6259330031626342,2.223193227942089e-05,0.48076262416642485,0.051778042902642096,0.5728095119776919,0.04667209387585701,0.006713613457607737,1.888560515949951e-05,0.007802954461233535,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
