Soil evaporation,Soil eva avr,Soil eva var,Lakes,Lake entropy,land entropy,Precipitation,Precicpt avr,Precicpt var,Soil moisture,Soil moist avr,Soil moist var,NDVI,NDVI avr,NDVI var,Elevation,Elevation avr,Elevation var,soil entropy,Aspect,Aspect avr,Aspect var,Curvature,Curvature avr,Curvature var,Plan curvature,Plan curv avr,Plan curv var,Profile curvature,Profile curv avr,Profile curv var,Distance to river,Dist river avr,Dist river var,Slope,Slope avr,Slope var,dust_storm,Bare Soil,Cropland,Natural vegetation,Clay Loam,Loam,Loam Sand,Sand,Sand Clay Loam,Sand Loam
0.5226087,0.452222,0.001498,0.0,-0.0,-4.226567,687.4404,687.4404,0.0,,0.183277,5.1e-05,0.2393,0.254744,0.000285,744.0,820.1111,986.76544,-19.651484,140.19443,219.17682,2341.5483,68156160.0,30567004.0,4342403300000000.0,-22085034.0,-11549517.0,376354630000000.0,46071124.0,19017486.0,2521907000000000.0,51.41076,51.77619,0.267082,2.9616597,2.112032,0.239678,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6230435,0.577415,0.000589,0.0,-0.0,-0.0,394.07004,394.07004,0.0,0.15198356,0.159436,2.5e-05,0.1272,0.133756,3.1e-05,462.0,479.1111,417.87656,-19.651484,188.01709,223.96437,185.31627,21066450.0,826134.7,528937030000000.0,4561859.0,2682540.0,110208230000000.0,25628308.0,3508676.0,193634190000000.0,4.7733693,9.546739,0.0,1.2423053,1.355376,0.023191,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.25108695,0.251546,2e-06,0.0,-0.0,-15.509775,40.692608,40.692608,0.0,0.10832877,0.116996,1e-06,0.0923,0.094756,2e-06,378.0,377.55554,2.691358,-42.467793,188.1301,137.16,13188.2295,3717608.8,1789959.8,11981657000000.0,1487043.5,-1254322.9,3846760800000.0,5204652.0,-15119.973,2753845800000.0,254.11186,252.22185,0.0,0.03583367,0.081951,0.001446,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.37978262,0.388937,1.9e-05,0.0,-0.0,-15.509775,149.63908,149.63908,0.0,0.13732603,0.137749,1.1e-05,0.1001,0.102356,3e-06,596.0,587.8889,37.87654,-39.15726,7.352379,109.361435,8033.506,14870435.0,-963824.44,141542830000000.0,1409182.0,215932.17,32227761000000.0,16279617.0,-747892.3,51837430000000.0,132.36958,132.36958,0.0,0.43516743,0.33187,0.003637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.20695652,0.215145,1.7e-05,0.0,-0.0,-15.509775,68.64575,69.60566,17.54638,0.11631233,0.119843,0.000135,0.121,0.117789,1.9e-05,590.0,612.1111,44.987656,-42.467793,149.93141,128.67268,604.10425,-14870435.0,1514581.4,172596550000000.0,10607577.0,-63289.32,51182207000000.0,-4262858.0,1451292.2,59037127000000.0,250.86313,252.34857,4.413113,0.2322052,0.319878,0.008048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.44913045,0.395362,0.000417,0.0,-0.0,-4.754888,165.67123,157.39424,27.898693,0.15204932,0.148499,0.000146,0.3195,0.258444,0.000418,170.0,176.55556,0.91358,-19.651484,180.0,216.22614,10508.712,-13631232.0,2203027.2,16986653000000.0,3469768.2,-1149704.9,5496775000000.0,-10161464.0,777944.0,4609525400000.0,0.0,0.0,0.0,0.028425254,0.051039,0.000908,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.456196,7e-06,1.0,-0.0,-3.446617,562.67804,562.67804,0.0,,0.0,0.0,-0.0689,-0.081289,9.2e-05,138.0,138.0,0.0,-2.183498,-1.0,70.61016,6620.1597,-0.0,-1652270.6,3753747000000.0,0.0,2020791.5,7004804000000.0,0.0,368521.12,2019880900000.0,0.0,0.0,0.0,0.00058882363,0.071076,0.009751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6054348,0.518623,0.00311,0.0,-0.0,-0.0,649.3297,652.9867,26.74734,0.24704109,0.240905,6.3e-05,0.1753,0.112889,0.003536,2156.0,2739.111,58905.434,-19.651484,136.14174,120.00199,2110.5044,-819113100.0,-62786268.0,1.8596471e+17,101955330.0,-25822548.0,5.689755e+16,-717157760.0,-88608840.0,5.1706892e+16,58.070538,53.367886,0.0,7.6907773,10.822201,5.932469,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6095652,0.578454,0.000172,0.0,-0.0,-3.169925,367.07718,367.07718,0.0,0.1539315,0.152312,3e-05,0.1412,0.136178,2.7e-05,320.0,343.77777,117.28395,-19.651484,183.48328,247.24948,11898.651,16109638.0,13218165.0,1144210300000000.0,-6196014.5,-9652880.0,415188820000000.0,9913623.0,3565284.5,296297400000000.0,4.7733693,4.77337,0.0,1.4534104,0.487873,0.037676,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5352174,0.511111,0.001378,0.0,-0.0,-4.754888,501.27933,498.4013,4.141532,0.1978548,0.189869,1.7e-05,0.2016,0.234133,0.000359,688.0,741.44446,1281.358,-8.0,99.21103,209.86598,1905.0814,-13631232.0,23682542.0,4713834500000000.0,-6880296.5,3020263.5,786816530000000.0,-20511528.0,26702808.0,1936707600000000.0,21.347155,25.758305,4.87125,0.70306605,1.376557,0.277309,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3654348,0.357633,1.1e-05,0.0,-0.0,-15.509775,166.83022,171.27426,39.49909,0.17387123,0.160083,3.5e-05,0.0966,0.107356,8e-06,402.0,412.66666,28.0,-39.15726,183.17982,185.13434,8.825294,-0.0,550756.8,23584146000000.0,1004963.3,43017.14,10113628000000.0,1004963.3,593774.0,5359218000000.0,140.47012,140.47012,0.0,0.26648828,0.340417,0.001494,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5536957,0.611884,0.003275,0.0,-0.0,-4.754888,527.8906,527.8906,0.0,0.17478356,0.190359,0.000144,0.2366,0.295567,0.003727,586.0,582.0,709.1111,-10.10605,325.98065,240.85693,1024.16,-29740870.0,3029162.0,3202666600000000.0,9506214.0,5342358.0,1194859500000000.0,-20234656.0,8371519.0,944722700000000.0,4.7733693,4.77337,0.0,0.4713968,1.080964,0.079207,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.74608696,0.61314,0.003533,0.0,-0.0,-4.444444,339.43378,339.43378,0.0,,0.166986,1.8e-05,0.1379,0.138867,0.002536,268.0,265.66666,107.77778,-19.651484,26.834044,142.97379,16155.174,11152826.0,12805096.0,581489500000000.0,-7471419.0,-8233545.0,179339130000000.0,3681407.2,4571552.5,142163030000000.0,4.7733693,0.0,0.0,0.71187663,0.727662,0.050353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.32152173,0.333116,9e-06,0.0,-0.0,-15.509775,127.11963,127.334564,0.0,0.14278083,0.141758,8e-06,0.1214,0.121133,4e-06,795.0,801.0,11.111111,-28.529325,214.38034,199.67639,8394.3955,-2478405.8,2340716.8,69084110000000.0,2499771.2,-1876411.8,6188352700000.0,21365.566,464304.8,47073655000000.0,267.4791,267.4791,0.0,0.2045723,0.162661,0.008619,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.22586957,0.226594,5e-06,0.0,-0.0,-15.509775,58.91801,58.91801,0.0,0.12950137,0.120284,2e-05,0.1176,0.116333,8e-06,161.0,162.33333,1.777778,-43.01955,180.0,55.90033,514.5685,7435217.5,-0.027778,6824994500000.0,-2478405.8,113434.72,3769031700000.0,4956811.5,388813.16,804125900000.0,40.50338,40.50338,0.0,0.064198636,0.107938,0.00158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.60413045,0.605942,5.7e-05,0.0,-0.0,-15.509775,234.93713,231.83572,19.237488,0.12893973,0.134815,2.4e-05,0.0933,0.0946,7e-06,350.0,362.22223,27.506172,-27.082708,158.62938,155.54466,404.03375,-1239202.9,-2340716.5,35641640000000.0,1309346.5,917006.06,9366419000000.0,70143.56,-1423710.5,12608634000000.0,57.280426,55.689304,5.063344,0.20445915,0.34274,0.001666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5806522,0.518672,0.003753,0.0,-0.0,-2.641604,428.2614,428.2614,0.0,0.17505479,0.192065,0.000335,0.1569,0.223711,0.001517,592.0,582.1111,71.65432,-9.294609,16.113417,118.12598,4288.923,-2478405.8,-10189001.0,369156360000000.0,3145669.0,4346205.5,183103400000000.0,667263.1,-5842796.0,44573074000000.0,64.924835,66.86982,1.891497,0.7680598,0.37926,0.011221,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.46586958,0.422488,0.000845,0.0,-0.0,-4.754888,390.15265,390.15265,0.0,0.17664383,0.169564,9.8e-05,0.1418,0.146522,4.3e-05,460.0,481.8889,87.87654,-8.0,165.06859,153.76575,587.58105,-0.0,1376891.9,127096580000000.0,-4599103.5,259855.0,32803159000000.0,-4599103.5,1636747.1,42258730000000.0,42.96032,47.73369,0.0,0.38727582,0.498757,0.004718,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3352174,0.362488,0.000206,0.0,-0.0,-3.308271,126.396545,126.39654,0.0,0.17577259,0.181875,0.000145,0.3547,0.309444,0.000599,42.0,42.88889,7.876543,-11.575645,270.0,82.8615,6070.5327,4956811.5,-1101513.8,21991650000000.0,-2168605.0,1444996.9,6837900400000.0,2788206.5,68104.78,8264967000000.0,0.0,0.0,0.0,0.013836259,0.092797,0.00824,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18086956,0.183043,3e-06,0.0,-0.0,-15.509775,72.462234,72.462234,0.0,0.12766027,0.124926,1e-05,0.1171,0.114633,1e-06,216.0,220.88889,5.654321,-43.01955,86.18593,74.8847,237.81657,-4956811.5,963824.44,22787900000000.0,1115282.6,-774897.4,10211880000000.0,-3841529.0,188927.08,3578661400000.0,81.14727,82.71567,1.229924,0.10370118,0.119838,0.000492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.30608696,0.316908,3e-06,0.0,-0.0,-15.509775,159.65884,184.4269,0.0,0.12021644,0.127289,6e-06,0.0942,0.091656,2e-06,216.0,228.0,18.0,-41.364285,91.78991,80.35341,606.07654,-1239202.9,1652270.6,49481210000000.0,-3913001.8,-1171314.9,26660057000000.0,-5152204.5,480955.66,5876564400000.0,23.866844,21.347155,0.0,0.4368323,0.229995,0.002557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3423913,0.347343,3e-06,0.0,-0.0,-0.0,122.68191,128.3557,0.0,0.1551863,0.161146,0.000156,0.1654,0.218089,0.000461,24.0,24.666668,0.222222,-8.834419,225.0,133.44041,3369.7805,-1239202.9,137689.2,2881664300000.0,1239202.9,0.0,1364999000000.0,-0.0,137689.2,834166000000.0,23.866844,19.093477,0.0,0.013833232,0.025423,6.6e-05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.12826087,0.1307,1e-06,0.0,-0.0,-15.509775,49.67257,49.67257,0.0,0.13383837,0.139429,9e-06,0.1394,0.139478,1e-06,871.0,882.7778,25.506172,-42.467793,123.69007,140.7639,586.35516,-6196014.5,-688446.06,96270350000000.0,2931772.8,1574634.8,22338420000000.0,-3264241.8,886188.8,34667865000000.0,346.88306,349.59836,0.0,0.16239534,0.251964,0.002028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.39086956,0.483406,0.002025,0.0,-0.0,-4.754888,483.63766,483.63763,0.0,0.18364657,0.196104,2.5e-05,0.2062,0.206844,7.1e-05,554.0,575.55554,79.1358,-9.294609,97.835526,67.27432,99.25436,-11152826.0,-275378.44,133694070000000.0,14914365.0,-1246527.4,53153324000000.0,3761539.0,-1521906.0,43367540000000.0,15.094718,14.209389,0.627046,0.7549794,0.691276,0.010862,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5860869,0.598213,6.1e-05,0.0,-0.0,-12.063158,209.8039,200.68668,0.0,0.16100548,0.14042,1e-05,0.12,0.106744,1.8e-05,9.0,9.444444,0.469136,-18.883112,225.0,166.55959,2219.6648,-2478405.8,-688446.06,6521661400000.0,1239202.9,619601.44,2239451400000.0,-1239202.9,-68844.61,1424243600000.0,9.546739,9.546739,0.0,0.0144995395,0.026493,0.000125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5223913,0.54314,0.000589,0.0,-0.0,-0.0,485.0543,489.1296,8.304188,0.1782548,0.178397,4.2e-05,0.1776,0.159333,2.2e-05,1812.0,1872.1111,5962.988,-8.0,206.19421,207.2965,2340.663,47089710.0,69946130.0,2.210756e+16,-28832812.0,-24515108.0,6729410600000000.0,18256898.0,45431012.0,7324604500000000.0,42.69431,37.773716,1.009368,3.501886,3.53939,1.534362,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25304347,0.251787,1e-06,0.0,-0.0,-15.509775,46.30994,42.868725,6.425043,0.12459726,0.126583,2.2e-05,0.1028,0.101978,4e-06,177.0,183.33333,12.0,-43.01955,326.30994,60.890144,728.52203,-8674420.0,550756.75,21877900000000.0,6196014.5,816600.1,5372714000000.0,-2478405.8,1367356.8,12760054000000.0,59.810143,55.66657,0.0,0.030386988,0.211723,0.001995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5678261,0.571932,0.00011,0.0,-0.0,-15.509775,280.77032,276.25958,40.69377,0.13740821,0.142196,8e-06,0.0951,0.095889,4.5e-05,139.0,144.22223,15.283951,-19.651484,139.08562,216.6515,1051.6027,-7435217.5,826135.3,61424957000000.0,1487043.5,353981.16,5820889700000.0,-5948174.0,1180116.5,33385410000000.0,0.0,4.77337,0.0,0.14647576,0.185751,0.002081,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.38847825,0.38971,1.3e-05,0.0,-0.0,-15.509775,196.0917,196.0917,0.0,0.1412822,0.13478,5.1e-05,0.0983,0.0968,1.6e-05,224.0,223.0,99.111115,-34.87894,45.0,31.315287,127.087944,-3717608.8,2065338.2,171989870000000.0,-247840.58,-660146.9,29264158000000.0,-3965449.2,1405191.0,86872620000000.0,6.750563,4.77337,0.0,0.46134758,0.657637,0.007701,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5376087,0.512174,0.000261,0.0,-0.0,-4.754888,407.32315,407.32315,0.0,0.1829781,0.172041,3.6e-05,0.1251,0.130211,3.5e-05,404.0,413.44446,640.4691,-19.651484,178.21008,238.76031,191.96571,11152826.0,13355853.0,1480265600000000.0,11522872.0,-8108698.5,712646140000000.0,22675698.0,5247155.0,194354350000000.0,6.750563,5.74312,2.459988,0.93077236,1.143374,0.26377,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4826087,0.555121,0.000872,0.0,-0.0,-0.0,501.80667,499.11545,3.621341,0.17920275,0.177281,9e-06,0.2525,0.179644,0.000136,1762.0,2012.4445,37322.246,-9.294609,105.79507,140.98425,17165.459,-156139570.0,173901470.0,9.707668e+16,126154310.0,-38921330.0,5.9681268e+16,-29985256.0,134980160.0,1.0027796e+16,33.752815,33.752815,0.0,6.692665,9.265702,12.231227,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.57869565,0.504493,0.000663,0.0,-0.0,-0.0,491.1673,491.16733,0.0,0.1777096,0.183659,2.1e-05,0.1712,0.194333,0.000539,1841.0,1611.6666,634.6667,-8.0,7.182075,200.31194,13913.657,218099710.0,-44335930.0,4700639300000000.0,-106574536.0,42311440.0,2742260700000000.0,111525176.0,-2024489.8,1360362300000000.0,41.06207,38.306923,6.01285,5.985676,1.990694,0.984886,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.42130435,0.459372,0.000527,0.0,-0.0,-4.754888,370.73758,387.387,554.40735,0.18056713,0.183167,0.000117,0.2718,0.295144,0.000129,929.0,753.0,26564.889,-13.178438,138.70221,121.11978,18362.441,417611400.0,9913632.0,6.0717205e+16,-148772740.0,19118952.0,3.7397363e+16,268838620.0,29032576.0,9196310000000000.0,34.75065,36.662334,0.191502,1.7467446,6.426438,6.364092,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.55173916,0.537633,0.001153,0.0,-0.0,-1.723308,185.93234,191.10358,14.822169,0.16703288,0.179237,0.000119,0.1804,0.206667,0.000854,12.0,13.0,0.222222,-14.473047,168.69006,104.888885,9445.905,-1239202.9,963824.44,3677913400000.0,1239202.9,-289147.34,839474350000.0,-0.0,123920.28,259349800000.0,24.339502,23.27535,5.099437,0.027586345,0.025763,0.000113,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6573913,0.630821,0.000919,0.0,-0.0,-0.0,444.20193,441.27872,17.090284,0.19918357,0.18336,4.3e-05,0.2027,0.197733,0.00057,1095.0,1027.3334,1154.0,-19.651484,259.67474,247.89143,330.40222,11152826.0,-23820234.0,513163770000000.0,17135150.0,19099182.0,378510230000000.0,28287976.0,-4721052.0,226138570000000.0,17.210627,13.501126,0.0,3.6277733,2.528746,0.490889,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.58652174,0.579396,4.5e-05,0.0,-0.0,-15.509775,205.35886,241.22635,187.78284,0.1419863,0.137283,5.7e-05,0.086,0.085544,1.4e-05,294.0,292.22223,99.28395,-28.529325,41.633537,65.211815,533.94867,-3717608.8,-2065338.2,239557340000000.0,4085753.8,374247.34,34368123000000.0,368145.16,-1691090.9,122960470000000.0,6.750563,7.371936,1.351363,0.46468982,0.58044,0.006292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5897826,0.568937,0.000351,0.0,-0.0,-0.0,538.9319,538.9319,0.0,,0.185423,9e-05,0.2743,0.295411,0.000122,1102.0,1191.4445,17343.803,-18.356874,194.08623,250.62985,1837.2212,65677750.0,86055770.0,7.321824e+16,55011892.0,-28193060.0,1.6456145e+16,120689650.0,57862696.0,2.8080434e+16,4.7733693,4.77337,0.0,12.427744,7.516399,7.781373,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5804348,0.577005,0.00051,0.0,-0.0,-4.754888,370.3295,398.97928,0.0,0.14641097,0.153223,1.3e-05,0.2089,0.1954,3.8e-05,183.0,183.11111,0.987654,-17.062265,212.47119,220.70758,294.2535,3717608.8,-550756.8,4474163000000.0,-1620496.1,362228.56,1013012040000.0,2097112.6,-188528.33,2090427900000.0,25.70538,23.658958,4.816666,0.09084806,0.084485,0.000276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1823913,0.177657,4e-06,0.0,-0.0,-15.509775,31.985746,31.64759,0.057175,0.11683836,0.127607,6.9e-05,0.0916,0.0923,7e-06,502.0,505.0,14.888889,-43.01955,33.690067,137.69986,14833.66,-4956811.5,2891473.2,52552460000000.0,991362.3,-667148.94,19099298000000.0,-3965449.2,2224324.8,9022447000000.0,279.35425,276.5672,0.0,0.11365935,0.245808,0.002187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.41173914,0.41744,0.000162,0.0,-0.0,-15.509775,200.63583,197.91704,14.783868,0.1361589,0.13902,1.4e-05,0.0818,0.085678,1e-05,462.0,473.8889,20.320988,-29.587593,106.07358,125.27035,7873.863,-6196014.5,137689.17,188862800000000.0,-2182313.0,1309917.5,61827370000000.0,-8378327.5,1447606.5,60276430000000.0,105.014114,101.83188,5.063328,0.3617327,0.195156,0.009056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5169565,0.493285,0.000468,0.0,-0.0,-3.698246,676.32104,671.2515,12.849908,0.1828082,0.197711,8.6e-05,0.3384,0.339156,0.001558,1255.0,1104.6666,5072.4443,-15.767656,26.132261,95.15035,19852.752,33458478.0,-25059438.0,1.5002969e+16,-18375864.0,32126724.0,5357383300000000.0,15082614.0,7067286.0,5064727400000000.0,45.284153,44.858864,0.361742,5.637243,5.333756,2.556389,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.47434783,0.453768,6.1e-05,0.0,-0.0,-3.446617,131.63231,131.63231,0.0,0.15460274,0.149928,0.00013,0.1369,0.143311,0.000578,7.0,7.666667,0.444444,-11.337678,0.0,153.83429,2084.4844,1239202.9,-0.027778,4094996500000.0,-1239202.9,27537.848,1029815900000.0,-0.0,27537.848,1644065300000.0,4.7733693,3.182246,5.063345,0.0038432903,0.030455,6.2e-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.47869566,0.513164,9.6e-05,0.0,-0.0,-6.893233,121.726074,121.726074,0.0,0.13231781,0.135639,9.5e-05,0.0837,0.166844,0.002403,8.0,7.222222,0.17284,-18.403008,225.0,146.14497,9555.243,2478405.8,-137689.2,2540414700000.0,-1239202.9,309800.72,853124300000.0,1239202.9,172111.52,578228700000.0,37.281204,36.105076,2.766562,0.012267657,0.018183,6.9e-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5597826,0.591111,0.000152,0.0,-0.0,-5.169925,173.08458,173.08458,0.0,0.15681095,0.144115,6.7e-05,0.177,0.154311,0.00052,7.0,6.333333,0.222222,-15.89975,-1.0,190.0,2388.124,4956811.5,137689.19,12777907000000.0,0.0,309800.7,2729998000000.0,0.0,-103266.914,2815310200000.0,0.0,0.0,0.0,0.004214301,0.013762,2.8e-05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4293478,0.433913,0.0,0.0,-0.0,-5.169925,134.43881,134.43881,0.0,0.13203561,0.139658,2.7e-05,0.087,-0.130083,0.00224,7.0,6.0,0.0,-13.006517,50.194427,102.50723,16630.678,2478405.8,-275378.4,265416460000.0,929402.2,275378.4,265416460000.0,3407808.0,0.0,0.0,32.020733,29.2291,3.896605,0.07791124,0.007114,2.2e-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.47478262,0.472415,0.00014,0.0,-0.0,-12.063158,149.53839,149.53839,0.0,0.13566028,0.136324,8e-06,0.1814,0.144933,0.004646,3.0,4.222222,0.395062,-19.627403,108.43495,92.51332,1154.4529,-2478405.8,413067.66,5801245000000.0,929402.2,-344223.03,670650500000.0,-1549003.6,619601.44,746483700000.0,4.7733693,4.77337,0.0,0.019285098,0.022838,5.6e-05,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3993478,0.397319,3.6e-05,0.0,-0.0,-13.786467,108.328964,101.499405,0.0,0.13201918,0.133804,2.8e-05,0.1076,0.106111,0.000396,13.0,13.777778,0.17284,-21.296242,-1.0,181.25665,4518.7793,-0.0,550756.9,7204161000000.0,0.0,-592063.56,1375331400000.0,0.0,509450.06,817956700000.0,25.70538,26.137672,0.373751,0.01040344,0.021463,0.000168,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.33782607,0.298309,0.003407,0.0,-0.0,-15.509775,70.80845,72.28933,0.0,0.12922193,0.13171,2.3e-05,0.0644,0.058811,1e-05,18.0,16.333332,6.444444,-39.754257,74.74488,150.75667,19823.463,2478405.8,-137689.25,32229139000000.0,-1239202.9,213605.23,10182424000000.0,1239202.9,75915.96,9357582000000.0,10.673577,12.558611,1.776674,0.07267389,0.106894,0.001421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2573913,0.257246,5e-05,0.0,-0.0,-15.509775,66.35887,66.35887,0.0,0.118816435,0.121255,1.2e-05,0.0949,0.100867,1e-05,149.0,151.77777,5.950617,-43.01955,18.434948,61.617058,79.21273,-6196014.5,550756.8,11299157000000.0,2259723.0,-337692.84,3450561400000.0,-3936291.5,213064.0,3350119000000.0,55.870853,52.5587,2.169283,0.0994648,0.141622,0.000636,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.22847827,0.226401,1.4e-05,0.0,-0.0,-15.509775,34.898487,34.898487,0.0,0.13144931,0.126732,6e-06,0.1139,0.112944,2e-06,228.0,227.22223,13.061728,-43.01955,113.19859,33.660206,436.90833,6196014.5,826135.3,52211210000000.0,-2612373.8,-1801572.5,19686383000000.0,3583640.8,-975437.25,9729867000000.0,83.363304,79.01331,0.0,0.155115,0.197651,0.002586,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3302174,0.362319,3.7e-05,0.0,-0.0,-15.509775,105.15624,105.15624,0.0,0.1186685,0.124974,2.1e-05,0.0799,0.079,4e-06,20.0,16.666668,1.777778,-33.31416,45.0,237.83928,20499.754,4956811.5,-826135.3,5801245000000.0,-2478405.8,623682.25,1738538200000.0,2478405.8,-202452.97,2045457000000.0,44.008286,42.459595,4.796902,0.046853714,0.07057,0.000357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.59217393,0.603092,0.000289,0.0,-0.0,-15.509775,213.12317,213.12317,0.0,0.14033972,0.144947,7.5e-05,0.0902,0.091467,6e-06,323.0,325.8889,9.876543,-24.189474,191.30994,192.1162,70.138336,-0.0,275378.4,12891658000000.0,-1143879.6,-104644.36,5449921300000.0,-1143879.6,170734.12,2290113000000.0,43.224697,41.916203,5.075938,0.13656533,0.182534,0.000742,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.56673914,0.574565,7.4e-05,0.0,-0.0,-12.063158,209.65475,206.17905,24.161163,0.14475068,0.152203,2.3e-05,0.0906,0.095656,1.5e-05,333.0,329.77777,3.728395,-28.529325,161.56505,319.1601,61.024178,3717608.8,-275378.44,12209155000000.0,-2974087.0,341942.7,3237713500000.0,743521.75,66564.36,4134433200000.0,38.186954,38.186954,0.0,0.0837671,0.088694,0.000722,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5330435,0.531739,0.000223,0.0,-0.0,-15.509775,184.60777,188.84042,8.957645,0.1459452,0.137358,5.3e-05,0.0809,0.082622,1.3e-05,314.0,306.22223,5.061728,-21.230194,64.44003,274.3704,19738.844,7435217.5,-275378.34,11185408000000.0,-2897548.0,539419.7,3340724900000.0,4537669.5,264041.3,4565868500000.0,30.189436,32.53028,5.083133,0.18448284,0.191506,0.000315,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55543476,0.550217,3e-06,0.0,-0.0,-15.509775,163.53131,155.41711,4.036517,0.14567396,0.146327,1.6e-05,0.0816,0.084622,1e-06,258.0,251.55556,39.358025,-28.529325,90.0,276.6064,266.71527,1239202.9,3717609.0,38219970000000.0,-3717608.8,-1506119.5,22098538000000.0,-2478405.8,2211489.0,6837940000000.0,62.0538,57.676834,0.0,0.10918075,0.355006,0.011431,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.34478262,0.348237,9e-06,0.0,-0.0,-15.509775,229.26147,229.26147,0.0,0.13400823,0.134503,1.2e-05,0.0888,0.082144,2.5e-05,150.0,154.55556,29.135801,-38.05375,249.90477,203.26773,133.79051,-8674420.0,0.013889,78487440000000.0,4766861.0,-1233897.1,23040006000000.0,-3907559.5,-1233897.1,26436270000000.0,10.673577,12.55861,1.776674,0.29235393,0.251432,0.007192,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
